lat,lon,utm_x,utm_y,prof
-42.150177,-64.066448,411886.76965799998,5332999.241829000,23.5
-42.41308,-64.226897,399050.40020099998,5303629.267572000,4.1
-42.052536,-64.476154,377847.63150999998,5343336.629876000,172.0
-42.392731,-64.439681,381503.8348750000,5305613.974047000,35.0
-42.083991,-64.370976,386607.3399360000,5339988.949254000,165.0
-42.411136,-64.24013,397958.41617200000,5303829.314928000,4.5
-42.092299,-64.09114,409764.5225050000,5339399.844124000,19.6
-42.375566,-64.124263,407440.1573350000,5307911.647656000,40.0
-42.335828,-64.152256,405075.69034299999,5312293.207812000,56.0
-42.157318,-64.531786,373452.5494030000,5331621.202881000,154.0
-41.844952,-64.165977,403201.7540660000,5366781.232649000,48.0
-42.043741,-64.598494,367705.4285970000,5344131.185371000,162.0
-42.26611,-64.089511,410145.67959800002,5320102.572008000,2.2
-42.251831,-64.265163,395635.5204160000,5321487.8240189999,8.6
-42.314656,-64.542867,372853.38109099999,5314134.311894000,10.5
-42.3151,-64.463561,379389.9218440000,5314200.471841000,61.0
-42.355338,-64.313263,391844.9762890000,5309934.618545000,37.0
-42.274154,-64.292822,393391.48667200003,5318974.89923400,34.0
-42.18921,-64.186603,402019.3214580000,5328534.223044000,9.2
-42.289084,-64.343675,389224.1411360000,5317252.198960000,52.0
-42.299406,-64.203915,400762.67937500001,5316278.4695880,52.0
-42.387792,-64.11925,407870.7573100000,5306559.540901000,28.5
-42.331556,-64.190231,401940.582681000,5312724.4841200002,58.0
-42.082325,-64.162371,403858.6946560000,5340429.622006000,53.0
-42.33733,-64.509333,375661.6258620000,5311666.182645000,52.0
-42.158745,-64.303832,392287.5901010000,5331775.599787000,148.0
-42.250615,-64.408613,383799.7423290000,5321437.155081000,23.5
-42.090084,-64.013849,416153.5147810000,5339724.497059000,38.0
-42.329978,-64.258606,396304.7038280000,5312818.620349000,57.0
-42.31084,-64.061674,412503.414066000,5315164.908761000,13.5
-42.207674,-64.321357,390923.935220000,5326320.484562000,48.0
-42.406327,-64.549505,372491.8650460000,5303945.253960000,11.5
-42.301601,-64.418587,383071.2560800000,5315762.144493000,74.0
-42.300022,-64.337864,389722.3103400000,5316045.215822000,68.0
-42.299753,-64.251072,396876.09052400000,5316183.884783000,51.0
-42.303142,-64.293145,393413.7403770000,5315755.748872000,63.0
-42.299609,-64.507494,375738.91440399998,5315857.360414000,29.5
-42.208784,-64.497092,376419.1269280000,5325957.474477000,80.0
-41.903698,-64.15674,404056.52212400001,5360269.098474000,109.0
-42.337291,-64.180737,402731.6133090000,5312098.583766000,59.0
-42.372386,-64.576042,370238.1877520000,5307673.894673000,12.5
-42.40841,-64.535023,373687.7894050000,5303735.59545700,3.3
-42.027472,-64.337667,389264.20192999998,5346308.082799000,162.0
-42.400687,-64.288635,393949.6187680000,5304930.152514000,5.7
-42.335828,-64.216274,399801.733278000,5312219.782376000,61.0
-42.317434,-64.09784,409532.2479010000,5314394.915565000,10.5
-42.272323,-64.243451,397459.80612099997,5319238.83278100,35.0
-42.416198,-64.470313,379027.6525240000,5302965.019591000,12.5
-42.133057,-64.645709,363988.6924460000,5334139.846731000,133.0
-42.25207,-64.431226,381937.0119140000,5321244.5058180001,24.5
-42.163248,-64.281654,394127.3025840000,5331303.36132300,119.0
-42.335136,-64.528528,374075.934409000,5311881.562178000,36.0
-42.318854,-64.531349,373810.98276099999,5313685.318333000,26.5
-42.311338,-64.39199,385281.2713300000,5314717.16508000,55.0
-42.211968,-64.383819,385775.4305410000,5325761.903482000,94.0
-42.028787,-64.182455,402115.3060820000,5346351.290174000,127.0
-42.089165,-64.310584,391611.2300330000,5339492.818059000,164.0
-42.243275,-64.399718,384520.1399720000,5322264.259709000,13.6
-42.056734,-64.314821,391205.4318450000,5343088.35700900,163.0
-42.414713,-64.165489,404105.6302000000,5303519.100309000,2.2
-42.407633,-64.597657,368532.09112499998,5303726.825122000,11.5
-42.164902,-64.54696,372214.19391099998,5330756.494170000,138.0
-42.109134,-64.203153,400527.41821400000,5337406.257397000,31.0
-42.391699,-64.284255,394294.9981640000,5305933.630659000,25.5
-42.384638,-64.244657,397542.81136300002,5306766.178072000,32.0
-42.412321,-64.491108,377309.11699700000,5303365.691360000,3.1
-42.087979,-64.419371,382611.88692199998,5339480.806313000,173.0
-41.975539,-64.454708,379477.0251970000,5351916.241528000,152.0
-42.410977,-64.200341,401232.1687590000,5303894.004279000,16.5
-42.162773,-64.142416,405628.6958460000,5331519.451520000,17.6
-41.797681,-64.68146,360302.9695780000,5371320.18968100,140.0
-42.380028,-64.068131,412067.7459640000,5307475.7954270002,9.7
-42.394327,-64.219493,399629.7209550000,5305720.355794000,31.0
-42.060575,-64.403423,383880.9302750000,5342545.357902000,168.0
-42.22286,-64.620147,366290.71743299998,5324208.816384000,11.5
-41.804869,-64.538803,372169.6548450000,5370744.165001000,141.0
-41.716061,-64.133136,405739.6292030000,5381128.1212210003,105.0
-42.33119,-64.099323,409429.7747500000,5312865.911506000,17.5
-42.238275,-64.410246,383642.3512300000,5322805.121771000,8.8
-42.069307,-64.564876,370539.7434480000,5341343.93497100,157.0
-42.399183,-64.170051,403706.5200410000,5305238.373560000,15.5
-42.038827,-64.603844,367252.40909199999,5344668.518504000,146.0
-42.173295,-64.327518,390355.93468200002,5330129.875329000,150.0
-42.350506,-64.276798,394840.0771830000,5310516.895359000,63.0
-42.346716,-64.127174,407158.02455799998,5311111.916609000,8.4
-42.192506,-64.636593,364868.71192999999,5327553.314711000,99.0
-41.973329,-64.301515,392165.6286190000,5352365.838329000,151.0
-42.299037,-64.485506,377550.29200700001,5315952.741796000,38.0
-42.384749,-64.499317,376579.6192010000,5306415.397804000,33.0
-42.08952,-64.453768,379769.9546940000,5339261.8830859996,174.0
-42.146772,-64.038023,414230.76053999999,5333406.259147000,22.5
-42.406727,-64.522518,374713.4590500000,5303940.997727000,21.5
-42.347232,-64.504206,376103.4429850000,5310574.155884000,70.0
-42.253689,-64.163758,404003.4489880000,5321400.758471000,4.1
-42.222091,-64.340587,389361.66985599999,5324694.899601000,6.4
-42.348973,-64.13667,406379.2071860000,5310850.894309000,36.0
-42.088302,-64.356988,387771.9019330000,5339528.745866000,162.0
-42.301447,-64.377032,386496.2646090000,5315835.497260000,65.0
-42.342064,-64.205483,400700.5362390000,5311540.005845000,60.0
-42.407393,-64.255153,396716.119493000,5304226.777369000,8.6
-42.107041,-64.232926,398062.4960020000,5337603.555778000,77.0
-42.213374,-64.568995,370492.96545299998,5325341.091161000,65.0
-42.101165,-64.006438,416780.90907599998,5338501.389975000,50.0
-42.323602,-64.437449,381557.76908000000,5313293.106110000,49.0
-42.350801,-64.127894,407104.7353730000,5310657.5415169997,39.0
-41.976555,-64.498259,375870.69884500001,5351741.229705000,154.0
-41.817864,-64.674376,360935.20162200002,5369090.752657000,154.0
-42.318244,-64.420632,382933.541385000,5313911.325260000,75.0
-42.141483,-64.261429,395762.3301710000,5333744.920542000,118.0
-42.081255,-64.500311,375904.5395620000,5340113.05365900,170.0
-42.258876,-64.211522,400071.6067760000,5320769.8894890,7.7
-42.382034,-64.569773,370774.1397510000,5306612.132296000,23.5
-42.064724,-64.635056,364723.9462810000,5341744.145831000,143.0
-42.397899,-64.372547,387038.8198340000,5305131.568776000,26.5
-42.20539,-64.401118,384335.48905500001,5326468.9785940005,102.0
-41.97296,-64.642265,363931.9528760000,5351921.64187300,127.0
-42.203924,-64.329629,390234.58915399999,5326726.2540509999,75.0
-42.293013,-64.068253,411936.3657560000,5317137.572849000,19.5
-42.0151,-64.261726,395530.6666290000,5347777.262655000,154.0
-42.161578,-64.629668,365374.91438999999,5330998.410030000,123.0
-42.304297,-64.258491,396272.00464200001,5315670.316342000,52.0
-42.282184,-64.483453,377686.9142600000,5317827.018115000,21.5
-42.135921,-64.578311,369564.8940060000,5333927.004866000,145.0
-42.398175,-64.45355,380372.6354600000,5304990.037009000,29.5
-42.257326,-64.476299,378228.9385620000,5320597.445046000,3.9
-42.416171,-64.349081,389002.3380990000,5303133.587762000,3.8
-42.352558,-64.188272,402134.56147600000,5310394.725474000,46.0
-42.021867,-64.595626,367897.49705300003,5346564.375724000,154.0
-42.38272,-64.141538,406028.5694870000,5307098.323438000,37.0
-42.091855,-64.003128,417042.47122399998,5339538.320675000,44.0
-42.32033,-64.489198,377287.3306550000,5313583.081835000,66.0
-42.196132,-64.529672,373704.47306699998,5327314.5741900001,107.0
-42.120977,-64.005559,416879.48277200002,5336302.4644959997,48.0
-42.093853,-64.143431,405442.39372699999,5339170.764475000,19.6
-42.248685,-64.359146,387877.06509100000,5321717.740389000,3.2
-42.015354,-64.036229,414202.11651399999,5347999.704106000,90.0
-42.177705,-64.16484,403798.9278090000,5329836.446017000,14.6
-42.230397,-64.395471,384847.1186560000,5323699.937305000,10.5
-42.211137,-64.522513,374325.30951100000,5325659.045662000,76.0
-42.341332,-64.447962,380725.01877000002,5311309.70058500,73.0
-42.390273,-64.340599,389654.8373690000,5306020.339531000,15.5
-42.14648,-64.491058,376796.3211850000,5332884.194188000,171.0
-42.399404,-64.532592,373869.79016899999,5304739.237464000,23.5
-42.133977,-64.243962,397193.5898810000,5334599.520860000,95.0
-42.426809,-64.420873,383115.20012100000,5301856.01410100,4.2
-42.276658,-64.393379,385103.76566700003,5318566.079849000,43.0
-42.275165,-64.100198,409277.2769170000,5319085.811035000,23.5
-42.114396,-64.11167,408098.62431800,5336924.467228000,52.0
-42.355643,-64.09145,410113.2606030000,5310159.065176000,41.0
-42.339138,-64.548761,372417.1416350000,5311407.02933900,20.5
-42.175318,-64.575559,369873.0857390000,5329556.715676000,125.0
-42.389488,-64.290739,393757.57267400000,5306171.051210000,4.9
-42.239893,-64.401894,384334.43348800001,5322636.834795000,8.7
-42.104107,-64.013596,416192.90580499999,5338167.736045000,46.0
-42.377061,-64.307503,392356.45347900002,5307529.8361020004,10.5
-41.747261,-64.047674,412891.0827090000,5377754.159872000,88.0
-42.043176,-64.321301,390645.97979600000,5344585.477066000,129.0
-42.396991,-64.132854,406764.5707210000,5305523.259405000,17.5
-42.174368,-64.551453,371862.1541600000,5329698.687010000,131.0
-42.253562,-64.236546,397998.98936000001,5321330.278896000,9.6
-42.412213,-64.336146,390059.6883150000,5303589.907487000,2.3
-42.184188,-64.27477,394730.7103970000,5328986.805867000,12.6
-42.356724,-64.561134,371433.7129400000,5309435.653168000,8.7
-42.330499,-64.553722,371990.9349540000,5312358.8430279996,6.4
-42.285259,-64.140767,405946.91529300000,5317920.994502000,40.0
-42.205236,-64.62658,365722.45573900000,5326155.62853300,73.0
-42.1981,-64.641469,364478.0517530000,5326924.435205000,90.0
-42.335778,-64.551238,372206.28340999997,5311776.402406000,14.5
-42.40825,-64.519011,375005.07734000002,5303777.050260000,18.5
-41.974423,-64.530833,373167.67542799999,5351930.226423000,158.0
-42.391939,-64.298102,393155.66258700000,5305889.661977000,6.1
-42.39681,-64.337919,389886.8627240000,5305297.952486000,10.2
-41.974784,-64.328307,389948.29510100000,5352170.210668000,149.0
-42.327422,-64.062854,412429.16259199998,5313322.481470000,4.2
-42.166924,-64.163165,403920.94609099999,5331035.396196000,15.6
-42.278208,-64.116436,407942.69886900001,5318730.50177300,31.0
-42.358686,-64.067763,412068.2761080000,5309845.945542000,28.5
-42.111422,-64.104458,408690.5763890000,5337262.413351000,55.0
-42.131799,-64.198326,400961.8101480000,5334895.2880940000,47.0
-42.067347,-64.442966,380621.7650640000,5341738.98123100,174.0
-42.282831,-64.078046,411114.735664000,5318257.96842200,10.5
-42.136442,-64.529697,373583.59730400000,5333942.279876000,170.0
-42.127969,-64.174919,402890.50850499998,5335347.4286650000,56.0
-42.263715,-64.32629,390613.5555110000,5320091.574089000,8.2
-42.404453,-64.206221,400738.0505770000,5304611.568936000,27.5
-42.375589,-64.176287,403157.0355970000,5307851.130412000,51.0
-42.240777,-64.39195,385156.4987820000,5322552.128141000,6.7
-42.406827,-64.515069,375326.6413600000,5303940.85439400,19.5
-42.391828,-64.236873,398195.2015890000,5305977.164539000,19.5
-42.401969,-64.553881,372122.9052820000,5304422.589814000,18.5
-42.131398,-64.161814,403978.8587570000,5334981.512453000,48.0
-42.201186,-64.601679,367769.6912860000,5326644.244077000,93.0
-42.408021,-64.318428,391510.35344799998,5304078.167692000,1.5
-42.141483,-64.365955,387124.70713499998,5333612.015679000,175.0
-42.267058,-64.302852,392552.3270830000,5319750.212085000,36.0
-42.323357,-64.08079,410945.62659399997,5313755.229704000,30.5
-42.120027,-64.208163,400130.3080230000,5336190.922811000,50.0
-42.423213,-64.410826,383935.0740680000,5302269.096500000,7.7
-41.811726,-64.031214,414345.50404199999,5370613.361974000,77.0
-42.131444,-64.317968,391072.9657660000,5334789.019968000,168.0
-42.359834,-64.559975,371535.50043399999,5309092.071792000,16.5
-42.130942,-64.358433,387727.676704000,5334792.349655000,170.0
-42.135537,-64.352363,388237.442308000,5334290.108551000,171.0
-42.313423,-64.130697,406818.70868400001,5314804.830062000,43.0
-42.350381,-64.561812,371364.9376820000,5310138.951853000,4.9
-42.15039,-64.554027,371601.07319299999,5332357.24199300,146.0
-42.067388,-63.986411,418393.61565200001,5342271.034454000,54.0
-42.253786,-64.252325,396697.74644800002,5321286.394441000,15.5
-42.184678,-64.466416,378905.37898799998,5328678.1226399997,164.0
-41.752218,-64.37766,385462.65408800001,5376817.072777000,123.0
-42.087823,-64.161122,403970.2953570000,5339820.56736700,35.0
-42.271928,-64.097085,409529.34906400001,5319448.54658100,15.5
-42.089202,-64.407077,383630.91078600002,5339361.825178000,174.0
-42.10942,-64.42197,382436.55252099998,5337096.546873000,175.0
-42.394599,-64.411543,383823.28579300002,5305445.412020000,25.5
-42.344988,-64.460724,379680.7081700000,5310885.764939000,46.0
-42.356136,-64.153773,404981.3078260000,5310036.560202000,59.0
-42.147004,-64.465821,378882.6586680000,5332862.127287000,170.0
-42.221448,-64.372622,386716.6298700000,5324724.22047500,38.0
-42.333323,-64.166585,403891.4192560000,5312555.26708300,61.0
-42.255182,-64.205902,400529.3545640000,5321186.6346429996,3.1
-42.183825,-64.247403,396990.0978860000,5329060.519808000,11.6
-42.254466,-64.365544,387359.54003500001,5321067.396915000,11.5
-42.081159,-64.382436,385654.38495500002,5340288.129486000,164.0
-42.406863,-64.395377,385176.2170940000,5304105.600457000,18.5
-42.424878,-64.421937,383024.0803000000,5302068.967581000,6.6
-42.293629,-64.318981,391267.8288980000,5316779.370557000,65.0
-42.148809,-64.053695,412938.59926900000,5333164.220249000,32.0
-42.178183,-64.431744,381756.5020100000,5329447.938858000,163.0
-42.280558,-64.066737,412044.0153840000,5318522.096789000,1.8
-42.325743,-64.308617,392177.0471160000,5313226.693623000,65.0
-42.253705,-64.442177,381036.70983000001,5321047.725529000,16.6
-42.046882,-64.560474,370858.48560999997,5343840.535519000,152.0
-42.098219,-64.228301,398430.81264299998,5338588.601047000,72.0
-41.974667,-64.39385,384517.6613670000,5352096.9085240001,160.0
-42.261341,-64.279684,394453.51228700002,5320413.976467000,24.5
-42.229641,-64.497093,376459.71621699998,5323641.577337000,10.5
-42.253394,-64.139428,406009.98012199998,5321460.641769000,4.1
-42.396983,-64.096528,409754.2729730000,5305563.371211000,6.2
-42.253895,-64.120908,407538.42330299999,5321425.278100000,3.9
-42.263307,-64.20962,400235.4756970000,5320280.116889000,14.5
-42.296017,-64.425175,382517.8398860000,5316373.108622000,70.0
-42.084083,-64.32583,390341.56901799998,5340037.642566000,165.0
-42.259098,-64.120648,407567.46989000001,5320847.840413000,6.7
-42.282831,-64.089874,410139.5016830000,5318245.553853000,24.5
-42.255167,-64.243117,397459.54856199998,5321144.177388000,13.5
-42.337407,-64.519813,374798.42047100002,5311642.258372000,43.0
-41.938471,-64.61006,366528.37648099998,5355801.712534000,152.0
-42.2834,-64.23126,398482.92597099999,5318023.4853140,46.0
-42.121188,-64.114074,407909.7194340000,5336167.740098000,44.0
-42.300292,-64.32754,390573.7810900000,5316028.559964000,70.0
-42.269616,-64.108862,408554.8097690000,5319692.684656000,17.5
-42.111557,-63.986336,418456.41513899999,5337366.920710000,50.0
-42.254319,-64.132528,406580.52522499999,5321365.522630000,5.4
-42.026022,-64.400402,384068.08240800002,5346385.985276000,138.0
-42.253998,-64.415517,383236.4429200000,5321052.077030000,24.5
-42.078519,-64.551611,371655.73420300003,5340341.087718000,159.0
-42.321132,-64.510641,375521.9302800000,5313462.877921000,51.0
-42.266704,-64.261306,395978.14509499999,5319841.095546000,29.5
-42.313199,-64.117295,407922.8609480000,5314844.290165000,33.0
-42.127321,-64.166209,403609.43575599999,5335429.245762000,56.0
-42.371204,-64.166585,403949.1231030000,5308349.041734000,38.0
-42.300639,-64.226274,398921.59845799999,5316115.251532000,51.0
-42.225019,-64.520853,374489.8357620000,5324120.076293000,28.5
-42.100341,-64.421659,382445.49091499997,5338105.056172000,175.0
-42.398275,-64.522588,374690.8766710000,5304879.407045000,29.5
-42.284844,-64.241765,397619.1167060000,5317850.56978700,48.0
-42.178593,-64.394971,384794.2804870000,5329452.726528000,146.0
-42.377512,-64.164355,404142.32736000000,5307651.129724000,47.0
-42.326667,-64.370767,387057.78610099998,5313043.454970000,58.0
-42.370719,-64.504321,376140.1169090000,5307966.005446000,46.0
-42.2591,-64.222503,399166.2188390000,5320732.0776439998,9.1
-42.097403,-64.374802,386314.84385700000,5338494.679343000,174.0
-42.310608,-64.53939,373131.79330600001,5314588.986657000,14.5
-42.34781,-64.52539,374359.6984820000,5310478.892393000,50.0
-42.419561,-64.429676,382377.47778999998,5302648.67795500,4.4
-42.295555,-64.071055,411708.9255820000,5316852.41599700,23.5
-42.126377,-64.198389,400948.1554000000,5335497.240494000,48.0
-42.407196,-64.118608,407951.9698760000,5304405.644975000,10.5
-42.354424,-64.133471,406650.76077400002,5310249.144411000,56.0
-42.410826,-64.515535,375296.21719800000,5303496.119820000,15.5
-42.204966,-64.285429,393885.2558580000,5326666.503746000,10.6
-42.382868,-64.508601,375811.6569620000,5306610.737519000,42.0
-42.117102,-64.407752,383626.1276260000,5336263.048755000,175.0
-42.422754,-64.357917,388287.0187820000,5302391.026031000,2.2
-42.410758,-64.344931,389334.27346100000,5303740.061278000,9.4
-42.269979,-64.313833,391651.6995520000,5319411.961772000,11.5
-42.398944,-64.493488,377087.1657880000,5304847.635368000,17.5
-42.370681,-64.136558,406420.6530250000,5308440.606961000,46.0
-42.358819,-64.426567,382520.02887500002,5309397.747592000,60.0
-42.082671,-64.029454,414853.03582599998,5340532.153379000,40.0
-42.176093,-64.480683,377710.6586530000,5329611.015213000,166.0
-42.33987,-64.11729,407962.1641360000,5311882.822298000,14.5
-42.378863,-64.290051,393796.2941600000,5307351.699902000,28.5
-42.270879,-64.418843,382993.30469100003,5319173.092900000,43.0
-42.105371,-64.588071,368695.21018599998,5337304.1843309999,150.0
-42.274057,-64.171167,403423.37916499999,5319130.797592000,33.0
-42.268415,-64.46454,379220.06009099999,5319382.893274000,9.8
-42.225047,-64.352259,388403.57169100002,5324351.461300000,7.5
-42.280671,-64.41011,383731.5012920000,5318097.775671000,50.0
-42.37245,-64.145792,405663.00298100000,5308233.973849000,49.0
-42.354191,-64.517824,374995.54133400001,5309781.501712000,60.0
-42.252904,-64.380825,386096.2120390000,5321220.518543000,13.6
-42.380166,-64.183653,402557.66709800001,5307334.488752000,48.0
-42.087206,-64.072126,411329.8745000000,5339985.234030000,47.0
-42.406203,-64.113939,408334.73122299998,5304520.955138000,7.2
-42.044616,-64.388587,385079.71399000002,5344337.378771000,143.0
-42.110502,-64.332951,389798.3437220000,5337095.07883400,172.0
-42.115516,-64.625702,365605.1595980000,5336119.203314000,141.0
-42.213845,-64.306001,392202.0674720000,5325654.812094000,5.9
-42.158805,-64.229495,398428.926036000,5331860.077815000,29.5
-42.248855,-64.392642,385114.0639840000,5321654.239839000,14.6
-42.096267,-64.012552,416268.9129460000,5339039.254975000,40.0
-42.161447,-64.355494,388024.3655440000,5331409.091732000,164.0
-42.421352,-64.43883,381627.713626000,5302437.084998000,12.5
-42.268769,-64.118667,407744.9697700000,5319776.158442000,19.5
-42.12785,-64.044449,413674.09241300001,5335500.757360000,33.0
-42.275406,-64.310374,391946.2308450000,5318813.758914000,38.0
-42.253124,-64.14721,405367.6404460000,5321482.006993000,5.3
-42.262816,-64.36308,387577.6291340000,5320143.493504000,13.5
-42.087747,-64.564559,370603.4464620000,5339296.935650000,156.0
-42.159097,-64.457384,379602.72987500002,5331531.3117990000,165.0
-42.255526,-64.34903,388723.62892699998,5320971.401069000,5.0
-42.321329,-64.555083,371860.18813000002,5313375.022225000,4.0
-42.419622,-64.49457,377038.51920799998,5302549.978256000,4.4
-42.343795,-64.373672,386849.1430760000,5311137.728644000,76.0
-42.120725,-64.530683,373470.82927699998,5335685.962707000,172.0
-42.313945,-64.495596,376747.6501300000,5314282.815523000,57.0
-42.301255,-64.441258,381201.8835000000,5315769.168575000,31.0
-42.381169,-64.517939,375039.5643510000,5306785.705129000,43.0
-41.722364,-64.16764,402878.8465600000,5380389.96962300,109.0
-42.415114,-64.345018,389334.77440699999,5303256.259020000,4.4
-42.089859,-63.995735,417651.28821899998,5339767.090857000,51.0
-42.287736,-64.156239,404675.0100430000,5317628.750184000,43.0
-42.173776,-64.129364,406723.06177700002,5330312.091029000,14.6
-42.367988,-64.147712,405498.2315460000,5308727.2933630003,54.0
-42.345566,-64.428808,382310.74752099998,5310866.2476420002,72.0
-42.267314,-64.204153,400692.6679080000,5319841.582707000,19.5
-42.327014,-64.514106,375248.02917800000,5312804.671955000,50.0
-42.215985,-64.42316,382535.486719000,5325262.414197000,89.0
-42.218888,-64.642974,364398.2739820000,5324613.796241000,16.5
-42.209558,-64.423549,382491.4634550000,5325975.5089480001,112.0
-42.374715,-64.318034,391485.40801200003,5307776.941888000,23.5
-42.103572,-63.978147,419123.28305700002,5338261.299776000,60.0
-42.089738,-64.210132,399919.91043200000,5339551.71048300,33.0
-42.293475,-64.262174,395950.6198790000,5316867.466256000,51.0
-42.156016,-64.082382,410578.4581160000,5332334.345999000,17.6
-42.201263,-64.579475,369602.9986080000,5326669.887504000,94.0
-42.360869,-64.135114,406525.0002880000,5309531.700461000,53.0
-42.315699,-64.546858,372526.5833240000,5314012.526846000,7.2
-42.168984,-64.356893,387922.10018800001,5330570.382916000,158.0
-42.416963,-64.557979,371816.19221299997,5302751.469844000,9.8
-42.416028,-64.136142,406522.2320730000,5303405.80104700,3.9
-42.144785,-64.224338,398832.6355280000,5333422.903848000,45.0
-42.384523,-64.323741,391032.50209899998,5306680.56946500,21.5
-42.104206,-64.074954,411119.72496600001,5338094.739953000,48.0
-42.341389,-64.070886,411786.9047340000,5311763.326447000,9.6
-42.403336,-64.147225,405591.3169030000,5304802.848675000,16.5
-42.362159,-64.062547,412502.6446040000,5309465.692814000,26.5
-42.376457,-64.506482,375973.4780050000,5307325.708327000,43.0
-42.096139,-64.168119,403404.2260440000,5338889.331471000,20.6
-42.40188,-64.582365,369778.56747100002,5304389.198754000,21.5
-42.413111,-64.160049,404550.7998750000,5303703.112462000,5.0
-42.358074,-64.227384,398922.1137390000,5309736.484143000,53.0
-42.352783,-64.287044,394000.0072920000,5310251.339421000,62.0
-42.309645,-64.470522,378805.79587500001,5314796.295909000,64.0
-42.401056,-64.217029,399843.2261110000,5304976.082836000,21.5
-42.239772,-64.426133,382334.28998399997,5322617.084336000,13.6
-42.264146,-64.131595,406671.98126500001,5320275.394507000,16.5
-41.953853,-64.253522,396110.42086399999,5354587.5840389999,98.0
-42.193972,-64.4531,380022.6002360000,5327664.970765000,133.0
-42.155677,-64.553445,371659.8455500000,5331771.0702520004,145.0
-42.417965,-64.353145,388671.13465299999,5302929.062795000,3.6
-42.357686,-64.56525,371096.7008590000,5309322.6004419997,4.7
-42.39657,-64.228788,398868.287842000,5305460.273442000,29.5
-42.398982,-64.105088,409052.6524550000,5305332.277624000,19.5
-42.042489,-64.518981,374283.7812530000,5344390.12673000,163.0
-42.059044,-64.490239,376694.65703000000,5342593.806974000,173.0
-42.044801,-64.461321,379060.42237200000,5344216.555043000,127.0
-42.372324,-64.25071,397024.41437700001,5308126.192734000,45.0
-42.226265,-64.559897,371270.1387900000,5323923.491621000,12.5
-42.419433,-64.465255,379450.0137750000,5302612.996837000,8.2
-42.020041,-64.480613,377416.19306000002,5346938.283377000,154.0
-42.317155,-64.05524,413042.3649550000,5314470.306437000,5.7
-42.315785,-64.059781,412666.26279299997,5314617.7764720004,5.9
-42.423052,-64.4193,383237.62864700001,5302275.356452000,9.7
-42.283676,-64.502555,376114.8126740000,5317633.730906000,9.0
-42.396489,-64.323955,391035.5886110000,5305351.600062000,4.5
-42.079075,-64.603655,367351.86576199997,5340199.89376200,148.0
-42.159324,-64.288874,393524.2951480000,5331730.079768000,135.0
-42.061332,-64.551516,371628.9589410000,5342249.579359000,158.0
-42.093519,-64.339954,389189.78794100002,5338971.710910000,170.0
-42.412469,-64.396674,385079.7225760000,5303481.356933000,17.5
-42.263163,-64.159738,404349.3777630000,5320353.324349000,18.5
-42.399883,-64.42391,382815.2372750000,5304841.692970000,25.5
-42.39117,-64.310423,392140.21099400002,5305959.484219000,6.0
-42.414224,-64.142105,406028.9178430000,5303599.535107000,4.1
-42.0895,-64.540199,372621.6941210000,5339138.88912100,166.0
-42.402722,-64.263806,395996.3555000000,5304734.883982000,20.5
-42.137275,-64.303442,392283.41048100003,5334160.005597000,158.0
-41.806239,-64.157755,403826.41970899998,5371088.695880000,96.0
-42.240529,-64.444514,380819.1255590000,5322507.484252000,12.6
-42.3209,-64.088352,410319.04010099999,5314020.105096000,3.8
-42.086191,-64.279993,394136.2854270000,5339861.375625000,148.0
-42.099881,-64.106449,408509.3770850000,5338541.715682000,32.0
-42.394253,-64.578085,370115.06792200002,5305242.657024000,16.5
-42.166019,-64.094314,409606.91816800000,5331211.103722000,16.6
-42.120492,-64.271416,394902.3441580000,5336063.397703000,145.0
-42.305144,-64.233537,398330.16993500001,5315606.378487000,52.0
-42.377089,-64.299965,392977.09622800001,5307536.246519000,7.2
-42.382024,-64.405979,384258.13404300000,5306849.327109000,39.0
-42.40774,-64.475804,378559.5431520000,5303896.361560000,15.5
-42.080272,-64.261295,395673.05933399999,5340541.572069000,142.0
-42.239503,-64.409363,383717.4630140000,5322669.9739130000,9.6
-42.353724,-64.347644,389010.60739399999,5310069.5291320002,50.0
-42.37572,-64.573751,370433.6743390000,5307307.1824680,17.5
-42.384677,-64.330745,390456.2061170000,5306654.464530000,33.0
-42.32264,-64.552489,372076.5967590000,5313233.353908000,6.0
-42.309637,-64.171983,403410.47542500001,5315179.184001000,57.0
-42.270048,-64.47204,378604.65949400002,5319190.9050869998,12.5
-41.952677,-64.597459,367602.4136610000,5354243.932565000,171.0
-42.104424,-64.309858,391697.24390200002,5337799.474953000,170.0
-42.421899,-64.42639,382652.18992600002,5302393.612236000,4.5
-42.342064,-64.479659,378115.3577220000,5311183.478924000,63.0
-42.103692,-64.239992,397472.8777420000,5337966.952230000,97.0
-41.974641,-64.408239,383325.44036200002,5352080.294511000,156.0
-42.22739,-64.595459,368337.66378800001,5323744.250050000,4.0
-42.348339,-64.387921,385683.65055600001,5310614.112368000,63.0
-42.146799,-64.04721,413471.6899910000,5333393.990878000,33.0
-42.352853,-64.10282,409172.85175700003,5310456.778405000,48.0
-42.386266,-64.072134,411746.9394710000,5306778.990473000,3.1
-42.258256,-64.343539,389181.34962200001,5320675.428484000,6.1
-42.383671,-64.287587,394007.2351040000,5306820.901117000,26.5
-42.2726,-64.154048,404832.87032599997,5319311.849012000,30.5
-42.384895,-64.345344,389254.81361499999,5306611.335500000,30.5
-42.105424,-64.563498,370727.1133770000,5337335.77611200,157.0
