X,Y,Name,Attribute,CATCOA,CATROD,CATSLO,ELEVAT,NATCON,OBJNAM,SORDAT,SORIND,STATUS,VALDCO
-64.2059455815183,-42.4255310129769,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5808845998357,-42.3495214591399,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2483068786015,-42.427370547126,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.042029728331,-42.3364474191304,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4954094110729,-42.2623787036503,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0550454887425,-42.2471595199405,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6261027723505,-42.3993484063964,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.238819419213,-42.4414052987377,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.57323705,-42.34304735,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5512281388212,-42.2867601624686,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6165182996263,-42.4267123088689,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1621466231643,-42.2341704645064,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.185626,-42.2182278203528,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6117921066677,-42.383857433126,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5723969551296,-42.3441396726562,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0503785651977,-42.3932683836604,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0211249849593,-42.3098490253484,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1836987756199,-42.2301809258032,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2501009964172,-42.4239262189681,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.591813329014,-42.4364656657986,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1621305259271,-42.4297131362389,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6269127500362,-42.4134799499194,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1895358602444,-42.4464157361943,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.63056175,-42.40787525,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6264180005133,-42.407772167692,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1590414771218,-42.2353834122434,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.55136095,-42.29057885,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6280906409089,-42.4130387708749,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6232635646635,-42.4099585372159,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6051034908892,-42.3803137613808,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1830707106845,-42.4444068614245,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6299961999918,-42.4184392499359,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1723618027634,-42.2232993992481,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6225333552665,-42.4100997187286,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0674440348663,-42.412072213019,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2097547902686,-42.2145264228009,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6478388035887,-42.4084427865293,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.3525897468035,-42.4299578235586,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.6250260748307,-42.3961990947572,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.64158915,-42.40968195,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6209482817349,-42.4234798179382,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0301990171083,-42.2579435160608,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6230516694845,-42.3945319007435,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6132202365251,-42.388249131177,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5694037843452,-42.3453678965161,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5656456477996,-42.3393595614163,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.55189685,-42.2912193,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5704894737652,-42.3244885427019,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4933107999852,-42.2591266500065,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2442555797413,-42.4200341323122,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1863757154243,-42.4290432728285,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2652769,-42.4188943,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1870976500022,-42.4247539500037,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.49187065,-42.25799305,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0859806001639,-42.2553430000947,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.247252359711,-42.4192776679973,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0794371465522,-42.259092045956,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0836125633561,-42.2566377145291,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2272573133873,-42.4232568253688,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0908459643638,-42.2517454025972,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5185545364178,-42.2493222313529,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5038972029793,-42.2430946856093,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5196161999154,-42.245072150029,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.510028449982,-42.2416064500465,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4968345072008,-42.2599736637949,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5053804088508,-42.2434614754883,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5068251,-42.2501532,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1202986065111,-42.4441755853728,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.1178245499927,-42.4559740499934,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.5082611499787,-42.2507163998892,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5182084499177,-42.2499148998669,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5009015,-42.2444767,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5144246,-42.2515788,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5579545,-42.303393,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.55699265,-42.30236795,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5298222870101,-42.2841017067524,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.54601495,-42.28881345,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5540629714571,-42.2997172029396,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5545341768401,-42.3004405594831,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5592346432852,-42.3038987115033,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5454674360656,-42.2864288040649,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5388396592859,-42.2611766510222,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5059661213501,-42.2627805109483,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5597304527368,-42.3055494426905,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.56102965,-42.306868,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5539606056032,-42.2990023982795,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5256635992415,-42.261387013519,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5560778878868,-42.3017106048724,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.490579590942,-42.2554545634364,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5375444950535,-42.2877767126092,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5305511164885,-42.2635932938751,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5425267499354,-42.2727491498954,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.53348855,-42.2857152,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5230254459284,-42.274921273351,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5422465267298,-42.2842385253051,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5283479238253,-42.2814895194377,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5428627701858,-42.2814357770591,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5371556,-42.2825945,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5358922432982,-42.2811924540136,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5387609,-42.288475899999,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5434401056424,-42.2915156019689,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5509224,-42.29737325,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5577228677934,-42.2982748120084,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5225799968858,-42.257665392285,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5599033897585,-42.2989562534222,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5767800000225,-42.310922299995,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5774917134877,-42.3165437252576,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5704394424912,-42.3277068959417,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5677403,-42.31748885,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5659079550852,-42.3037554735816,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.58637405,-42.32879785,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6007258477533,-42.3435676947162,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6021015,-42.34488155,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5691542,-42.30294175,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.576010450313,-42.3152268687223,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.562937268668,-42.3050647501521,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5972013999934,-42.3540140498914,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5843076166264,-42.3557699796852,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5893564493772,-42.3636722782791,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5992706405751,-42.3543968313599,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5758957184722,-42.3133506577132,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.56823035,-42.30997045,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5666896000013,-42.3032826999745,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5798369586642,-42.313547822094,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5801460000524,-42.358179149977,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5959296836287,-42.3576062437505,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5960387149189,-42.3480336096389,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5843882,-42.3274518,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5673120999699,-42.3039157001088,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5633176920915,-42.3025525589463,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5679615771977,-42.3078815899483,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.566571285658,-42.3160587568544,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5643592977362,-42.3038913988688,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4967681,-42.2490835,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5627554731888,-42.3016844227307,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5683037802363,-42.3071195406259,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.5745425818234,-42.3082515930198,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.6263712500669,-42.4341865500724,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6097287724637,-42.3861388427991,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6083929434564,-42.3877078545812,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5955948718047,-42.4345346314081,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6190620099046,-42.3839653328649,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6021211258686,-42.4253980193491,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6006147910602,-42.426523342716,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6091929982733,-42.3810345010973,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6216686,-42.3953527,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6177239428475,-42.3924042130492,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6041194734905,-42.3595267432,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6308911880682,-42.3829903647229,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5933441841021,-42.3607440968253,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6373776855839,-42.3989356175526,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5994626780337,-42.4406059239724,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6042869,-42.37821515,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6026932831848,-42.3861290675978,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5979040784471,-42.3697542403552,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6211610812183,-42.3802740243955,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6161044336912,-42.3642841740774,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.622077469026,-42.3905783791373,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.61801885,-42.39070675,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6127863545356,-42.3869749449895,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6160557816875,-42.3842282678632,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6037459989414,-42.3609827007145,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.627217322612,-42.3957999184569,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6208482194631,-42.3990271735955,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5969458230371,-42.3611342247993,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6139917056757,-42.3618567928672,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6249256518039,-42.3805698871983,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.6306841431509,-42.4003113642135,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5979258476557,-42.3812556557491,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4620744499858,-42.4468691999752,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5754269345484,-42.4374925438,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.3845778500231,-42.4316955500589,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.5444576759531,-42.434213156562,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4758755618695,-42.4511120083733,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4476483414965,-42.454244394293,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4524999796369,-42.4525681547623,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4365589737655,-42.4528337432802,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5101475999803,-42.441930749961,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5748024,-42.44044125,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4991085311016,-42.4537138473139,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4282908,-42.45179815,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5831196998192,-42.4356866998477,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4056523459588,-42.4622293080397,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4469505201074,-42.4578101827602,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4047603450076,-42.4570023700974,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5917114628752,-42.4274228033407,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.53720785,-42.42797565,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5651855545718,-42.4412534616631,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5306779530993,-42.4336634587245,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5347529520017,-42.4344681016311,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4906169172837,-42.4481352055787,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5373913754094,-42.4331595397419,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.48193775,-42.4535263,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.48558435,-42.45507495,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5550844338446,-42.4374108367464,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5987044166819,-42.4268668253185,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4270192903923,-42.4424312077651,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.4246442,-42.4473630499925,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.5084515499441,-42.4518672500579,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.3647472643867,-42.4430239560449,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.3694907018937,-42.4305435712037,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.2991898999927,-42.428980149962,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.3263016,-42.4401283,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.27752665,-42.42035215,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.3588752882768,-42.430630022713,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.3137034,-42.440807,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2682451499287,-42.4274453999316,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2513636158125,-42.4273704025036,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2624365627104,-42.4325284309229,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.353505181995,-42.4408875872376,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.2736745494331,-42.4237926382251,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2367751500034,-42.4301941000146,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.3422353109077,-42.4345626252064,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.34877445,-42.43321705,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.3215626000102,-42.4360871499508,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.37787125,-42.4299494,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.3385255775761,-42.4415226793006,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.4123546049342,-42.4413395400609,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.311404365736,-42.4392263463638,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.3824922352602,-42.4315110220981,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.3765401395602,-42.4290010567673,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.3729548500148,-42.4372914000116,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.3803483781397,-42.4312364958714,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.37565435,-42.4270632,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.31988705,-42.43486405,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.3198133050659,-42.4259964030932,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.3300395999802,-42.4340888999706,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.3392225258977,-42.4361195595316,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.2935236530853,-42.4270591096071,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.3655538500394,-42.4302000500303,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.3515140000419,-42.4332406501783,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.1859192594767,-42.4431941473922,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1207077619075,-42.4410961082352,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.19047345,-42.4452628,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1152039,-42.4452861773689,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.0694065087058,-42.4045163959893,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0840092514595,-42.4171122930551,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2122977499826,-42.4312229500431,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2049287485283,-42.4450512545753,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.2197192870849,-42.4332625243656,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1638815588179,-42.4341585715401,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.143300495097,-42.4417747842613,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.0817755332076,-42.4206643144753,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0899577,-42.4087801,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.204632312925,-42.4393202120778,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.234366883868,-42.4293063033901,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2238573000305,-42.4293409500345,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2204182852545,-42.4308943660191,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1603267619946,-42.4386842799853,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.1990488000252,-42.438551249978,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.1877423937193,-42.4430428243968,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2390203,-42.43978805,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.179457692402,-42.443319629443,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.158559050589,-42.4455020973045,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2167074541304,-42.4301388097931,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.180497375763,-42.4438451987475,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2373385368685,-42.4378730518705,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2347535014734,-42.4399740338285,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.2000777,-42.43949395,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.1426286821448,-42.4435888042414,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.1883257732793,-42.4422469775677,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.1640510964759,-42.4380892532945,River,Value,,,,,,,19950401,"AR,AR,graph,H277",,
-64.15802175,-42.44284145,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0270214802907,-42.3378878633398,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0231510006473,-42.3428918135785,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.046073611866,-42.3384861447778,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.04020735,-42.31335015,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0335342999509,-42.3419165499966,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.031868283734,-42.3637362278909,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0262064391191,-42.3420047333498,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.033566446939,-42.3356573330727,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0394639,-42.25299425,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0211143539935,-42.3226890379015,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0285714015297,-42.2902956501842,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0629814857412,-42.2576757257902,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0298688635266,-42.3030376986383,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0426401813117,-42.3233348864195,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0357450499916,-42.2833936499966,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0337547159139,-42.3209193028799,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0605255634504,-42.2493515512482,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.045708730108,-42.336821745784,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0261151,-42.2990318,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.030355114421,-42.3253157389545,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.061888412138,-42.2522917501101,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0439893,-42.3815270500075,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0290611999424,-42.3379586999623,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.03816205,-42.326195,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0445232808451,-42.3950928170855,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.0214462,-42.3262402838259,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
-64.018948,-42.3237985,River,Value,,,,,,,19950401,"AR,AR,graph,H277",5,
