RCID,Latitud,Longitud,Profundidad
1894,-42.0877470,-64.5645590,156.0
1895,-42.1590970,-64.4573840,165.0
1896,-42.2555260,-64.3490300,5.0
1897,-42.3213290,-64.5550830,4.0
1898,-42.4196220,-64.4945700,4.4
1901,-42.3437950,-64.373672,76.0
1902,-42.1207250,-64.5306830,172.0
1903,-42.3139450,-64.4955960,57.0
1904,-42.3012550,-64.4412580,31.0
1905,-42.381169,-64.5179390,43.0
1908,-41.7223640,-64.1676400,109.0
1910,-42.4151140,-64.3450180,4.4
1911,-42.0898590,-63.9957350,51.0
1912,-42.2877360,-64.1562390,43.0
1913,-42.1737760,-64.1293640,14.6
1914,-42.3679880,-64.147712,54.0
1915,-42.3455660,-64.4288080,72.0
1916,-42.2673140,-64.2041530,19.5
1917,-42.3270140,-64.5141060,50.0
1919,-42.2159850,-64.4231600,89.0
1920,-42.2188880,-64.6429740,16.5
1921,-42.2095580,-64.4235490,112.0
1927,-42.3747150,-64.3180340,23.5
1928,-42.1035720,-63.9781470,60.0
1929,-42.0897380,-64.2101320,33.0
1930,-42.2934750,-64.262174,51.0
1931,-42.1560160,-64.082382,17.6
1932,-42.2012630,-64.5794750,94.0
1933,-42.3608690,-64.1351140,53.0
1936,-42.3156990,-64.5468580,7.2
1937,-42.1689840,-64.3568930,158.0
1940,-42.4169630,-64.5579790,9.8
1941,-42.4160280,-64.1361420,3.9
1942,-42.1447850,-64.2243380,45.0
1943,-42.3845230,-64.3237410,21.5
1944,-42.1042060,-64.074954,48.0
1946,-42.3413890,-64.0708860,9.6
1949,-42.4033360,-64.1472250,16.5
1950,-42.3621590,-64.0625470,26.5
1953,-42.3764570,-64.5064820,43.0
1954,-42.0961390,-64.1681190,20.6
1955,-42.4018800,-64.5823650,21.5
1956,-42.4131110,-64.1600490,5.0
1957,-42.3580740,-64.227384,53.0
1959,-42.352783,-64.2870440,62.0
1960,-42.309645,-64.4705220,64.0
1961,-42.4010560,-64.2170290,21.5
1962,-42.239772,-64.4261330,13.6
1963,-42.2641460,-64.1315950,16.5
1970,-41.9538530,-64.2535220,98.0
1972,-42.193972,-64.4531000,133.0
1974,-42.1556770,-64.5534450,145.0
1975,-42.4179650,-64.3531450,3.6
1977,-42.357686,-64.5652500,4.7
1978,-42.3965700,-64.2287880,29.5
1979,-42.3989820,-64.1050880,19.5
1982,-42.0424890,-64.5189810,163.0
1983,-42.0590440,-64.4902390,173.0
1984,-42.0448010,-64.4613210,127.0
1985,-42.3723240,-64.2507100,45.0
1986,-42.2262650,-64.5598970,12.5
1994,-42.4194330,-64.4652550,8.2
1995,-42.0200410,-64.4806130,154.0
1996,-42.3171550,-64.0552400,5.7
1997,-42.3157850,-64.0597810,5.9
1998,-42.4230520,-64.4193000,9.7
1999,-42.2836760,-64.5025550,9.0
2001,-42.3964890,-64.3239550,4.5
2002,-42.0790750,-64.6036550,148.0
2003,-42.1593240,-64.2888740,135.0
2004,-42.0613320,-64.5515160,158.0
2007,-42.0935190,-64.3399540,170.0
2008,-42.4124690,-64.396674,17.5
2009,-42.2631630,-64.1597380,18.5
2010,-42.3998830,-64.4239100,25.5
2011,-42.3911700,-64.3104230,6.0
2013,-42.4142240,-64.1421050,4.1
2014,-42.0895000,-64.5401990,166.0
2015,-42.4027220,-64.2638060,20.5
2016,-42.1372750,-64.303442,158.0
2020,-41.8062390,-64.1577550,96.0
2021,-42.240529,-64.4445140,12.6
2022,-42.3209000,-64.0883520,3.8
2023,-42.0861910,-64.2799930,148.0
2024,-42.099881,-64.1064490,32.0
2027,-42.3942530,-64.5780850,16.5
2028,-42.166019,-64.094314,16.6
2029,-42.1204920,-64.2714160,145.0
2031,-42.3051440,-64.2335370,52.0
2033,-42.3770890,-64.2999650,7.2
2034,-42.3820240,-64.4059790,39.0
2038,-42.4077400,-64.4758040,15.5
2039,-42.0802720,-64.2612950,142.0
2041,-42.2395030,-64.4093630,9.6
2043,-42.3537240,-64.3476440,50.0
2044,-42.37572,-64.5737510,17.5
2046,-42.3846770,-64.3307450,33.0
2048,-42.3226400,-64.552489,6.0
2049,-42.309637,-64.171983,57.0
2050,-42.2700480,-64.4720400,12.5
2052,-41.9526770,-64.5974590,171.0
2053,-42.1044240,-64.3098580,170.0
2057,-42.4218990,-64.4263900,4.5
2058,-42.3420640,-64.4796590,63.0
2061,-42.1036920,-64.2399920,97.0
2062,-41.9746410,-64.4082390,156.0
2063,-42.2273900,-64.5954590,4.0
2065,-42.3483390,-64.3879210,63.0
2066,-42.1467990,-64.0472100,33.0
2067,-42.352853,-64.10282,48.0
2068,-42.3862660,-64.0721340,3.1
2069,-42.2582560,-64.3435390,6.1
2071,-42.3836710,-64.2875870,26.5
2072,-42.2726000,-64.1540480,30.5
2073,-42.3848950,-64.345344,30.5
2074,-42.1054240,-64.5634980,157.0
2075,-42.2297930,-64.3807800,10.6
2076,-42.37587,-64.424396,38.0
2078,-42.1741210,-64.6527540,113.0
2079,-42.096289,-64.5762300,151.0
2080,-42.3781460,-64.415447,31.0
2081,-42.3885990,-64.109186,28.5
2082,-41.7450920,-64.0980350,114.0
2083,-42.3142660,-64.5492900,4.0
2085,-42.1549670,-64.5035550,169.0
2088,-42.1010960,-64.2218460,50.0
2090,-42.2838330,-64.1242180,37.0
2094,-42.2666400,-64.2236940,18.5
2095,-42.1469070,-64.3547160,167.0
2096,-42.3920860,-64.5109010,33.0
2097,-42.4177190,-64.5629550,8.6
2098,-42.022112,-64.5720170,143.0
2099,-42.3671750,-64.315233,28.5
2100,-42.0618270,-64.6419400,158.0
2102,-42.303604,-64.1136990,46.0
2103,-41.7784060,-64.5682700,134.0
2104,-42.4130630,-64.6029450,-0.4
2106,-42.4035360,-64.3945230,20.5
2110,-42.4195010,-64.3918140,9.9
2111,-42.0858630,-64.2175590,66.0
2112,-42.3722160,-64.4620510,54.0
2113,-42.4187060,-64.3879400,9.4
2115,-42.2609890,-64.4050300,30.5
2117,-42.4069710,-64.1667500,9.0
2118,-42.1138820,-64.1549290,45.0
2119,-42.1463350,-64.5660510,145.0
2123,-42.404572,-64.428516,17.5
2124,-42.1727090,-64.5011320,156.0
2125,-42.1161260,-64.0346100,47.0
2126,-42.28876,-64.511298,16.5
2129,-42.3362900,-64.4768580,59.0
2130,-42.2608660,-64.19959,7.3
2131,-42.1354710,-64.5531060,156.0
2132,-42.407676,-64.484969,8.4
2134,-42.0982840,-64.1244260,24.5
2136,-42.4092180,-64.3862800,13.5
2137,-42.1978300,-64.343481,115.0
2141,-42.3655800,-64.0696870,31.0
2142,-42.3248770,-64.3454720,72.0
2143,-42.2613720,-64.1450830,14.5
2144,-42.3702600,-64.4217160,49.0
2145,-42.2973650,-64.1021300,43.0
2146,-42.0661530,-64.2614150,143.0
2150,-42.4101550,-64.1832810,7.0
2152,-42.3856230,-64.5299900,30.5
2154,-42.2576440,-64.1758410,6.0
2155,-42.2736690,-64.4724550,21.5
2158,-42.257623,-64.2007570,3.6
2159,-42.3490700,-64.3664430,70.0
2160,-42.2339170,-64.417799,12.6
2162,-42.3713180,-64.3699240,49.0
2163,-42.4036350,-64.384393,20.5
2164,-42.3785300,-64.497501,50.0
2165,-41.6699150,-64.2585610,101.0
2166,-42.0415970,-64.3026250,145.0
2167,-42.3151960,-64.5179040,34.0
2169,-41.9824260,-64.1286650,109.0
2170,-42.3657080,-64.4678440,56.0
2172,-41.945128,-64.6609420,145.0
2173,-42.1938390,-64.2175220,8.3
2175,-42.3835300,-64.3875630,40.0
2178,-42.1353130,-64.1560140,38.0
2179,-42.1476780,-64.1384280,30.5
2180,-42.1412710,-64.2307190,58.0
2181,-41.8865050,-64.3988910,171.0
2182,-42.4066320,-64.163497,12.5
2184,-42.3449880,-64.3277600,52.0
2185,-41.9744630,-64.3484700,160.0
2186,-42.2358490,-64.4648260,6.5
2187,-42.4008470,-64.336838,4.6
2188,-42.1117660,-64.5469090,167.0
2189,-42.412001,-64.436679,16.5
2190,-42.2908530,-64.487754,28.5
2191,-41.7681280,-64.3121710,118.0
2194,-42.3566830,-64.4147730,70.0
2195,-42.3238830,-64.0881560,5.9
2196,-42.3255890,-64.1494030,46.0
2197,-42.0983010,-64.324996,172.0
2198,-42.4127840,-64.1547750,2.6
2199,-42.2833030,-64.2553830,45.0
2201,-42.428464,-64.4299880,2.7
2202,-42.2885060,-64.213201,44.0
2203,-42.3586250,-64.1210210,52.0
2206,-42.3665110,-64.22251,41.0
2207,-42.4171580,-64.5049930,6.2
2208,-42.4264280,-64.4451890,6.4
2210,-42.1911560,-64.2923290,33.0
2211,-42.3538060,-64.5282430,50.0
2213,-42.273094,-64.3765190,38.0
2214,-42.2196590,-64.596024,34.0
2215,-42.3531740,-64.14485,51.0
2216,-42.1429680,-64.6423800,130.0
2219,-42.3497370,-64.2974630,65.0
2221,-42.0861710,-64.5887760,150.0
2223,-42.1434180,-64.6333010,131.0
2225,-42.1215670,-64.5891480,146.0
2230,-42.1144660,-64.2191270,45.0
2231,-42.0611800,-64.3291920,178.0
2233,-42.1910230,-64.2066800,12.6
2234,-42.2385230,-64.4541510,0.5
2235,-42.3218610,-64.0954630,6.4
2236,-41.9706470,-64.2917550,154.0
2237,-42.1895350,-64.2513450,8.7
2239,-42.1960940,-64.5963870,103.0
2240,-42.3305170,-64.224626,58.0
2241,-42.3306320,-64.4951190,69.0
2242,-42.1633830,-64.5852000,128.0
2245,-42.2888240,-64.4950000,24.5
2246,-42.1530840,-64.2885280,142.0
2247,-42.0740350,-64.5156230,170.0
2250,-42.0753480,-64.1994310,61.0
2251,-41.7029220,-64.6487410,149.0
2252,-42.4006920,-64.1944360,27.5
2253,-42.1344200,-64.0371000,42.0
2257,-42.1441090,-64.4122310,176.0
2258,-42.1784000,-64.2846780,80.0
2260,-42.3773120,-64.3569110,39.0
2262,-42.3698680,-64.3070360,21.5
2263,-42.3257820,-64.3209640,66.0
2264,-42.3946390,-64.5621810,30.5
2266,-42.1493830,-64.1152480,28.5
2269,-41.9904770,-64.6168470,110.0
2270,-42.1679420,-64.2157320,23.5
2271,-42.3500370,-64.3321670,48.0
2272,-42.1525690,-64.3196550,161.0
2273,-42.3013700,-64.150584,54.0
2276,-42.0450720,-64.4173100,138.0
2277,-42.3110740,-64.0728000,26.5
2278,-42.0195390,-64.4300570,140.0
2279,-41.8338480,-64.0853160,79.0
2280,-42.3811910,-64.364909,35.0
2281,-41.7911370,-64.5530310,131.0
2282,-42.364506,-64.4213010,55.0
2284,-42.3509550,-64.2101780,48.0
2285,-42.3084500,-64.3539890,76.0
2286,-42.2115610,-64.4525810,107.0
2288,-42.1361140,-64.1070630,34.0
2292,-42.0940720,-64.4924580,172.0
2294,-42.335867,-64.3248030,59.0
2295,-42.3294000,-64.4181320,74.0
2297,-42.3351360,-64.4224380,73.0
2302,-42.2356360,-64.4277610,63.0
2303,-42.1451900,-64.0715280,26.5
2304,-42.2663830,-64.1990090,16.5
2305,-42.3667180,-64.1325120,49.0
2307,-42.0668480,-64.0772130,59.0
2308,-42.4125780,-64.4665520,21.5
2309,-42.2656770,-64.2715090,29.5
2310,-42.3591900,-64.3620850,62.0
2311,-42.3783350,-64.0834350,37.0
2312,-42.2631440,-64.1235020,14.5
2313,-42.4102630,-64.2867520,2.2
2314,-42.0520770,-64.5921460,150.0
2315,-42.1003190,-64.1325620,27.5
2316,-42.2657260,-64.1012980,6.7
2317,-42.3211590,-64.0537510,3.7
2318,-42.315926,-64.3369990,73.0
2320,-42.4135770,-64.3673690,6.8
2321,-42.0162820,-64.1352010,109.0
2324,-42.3885420,-64.3580220,27.5
2325,-42.3920990,-64.3300940,24.5
2326,-42.0776840,-64.5765120,151.0
2327,-42.4114620,-64.3495140,9.0
2328,-42.1836800,-64.1526230,9.2
2329,-42.3117310,-64.4388760,40.0
2331,-42.2481680,-64.4356420,13.6
2333,-42.1122210,-64.5205860,172.0
2334,-42.4024170,-64.3164760,6.6
2335,-42.0773590,-64.627,144.0
2336,-42.3599690,-64.4055580,51.0
2338,-42.4072040,-64.5645590,23.5
2340,-42.1460380,-64.3190060,165.0
2342,-41.9019700,-64.3391610,154.0
2343,-42.3959150,-64.1665230,24.5
2346,-42.0879840,-64.2484590,128.0
2347,-42.2502640,-64.2565910,6.5
2349,-42.1409030,-64.1744540,36.0
2350,-42.2700120,-64.426192,37.0
2351,-42.419637,-64.5261060,5.1
2352,-42.2630290,-64.093101,2.7
2354,-42.1438170,-64.1434000,29.5
2355,-42.1634000,-64.489611,169.0
2356,-42.1268490,-64.464005,172.0
2357,-42.2886600,-64.3945150,45.0
2358,-42.1393600,-64.4538370,173.0
2361,-42.1435090,-64.1980580,36.0
2362,-42.2853260,-64.4026310,49.0
2363,-42.1254020,-64.0018480,35.0
2364,-42.3526840,-64.4854440,72.0
2365,-41.9271650,-64.1374050,109.0
2366,-42.2252640,-64.4226700,60.0
2367,-42.335559,-64.2551300,60.0
2370,-42.386059,-64.2124900,40.0
2371,-42.3920090,-64.4849620,17.5
2373,-41.9700830,-64.1879130,154.0
2374,-42.3978030,-64.3128010,6.8
2378,-42.1392620,-64.2053650,44.0
2380,-42.4134230,-64.5181470,6.9
2381,-42.4170270,-64.1405190,3.6
2382,-42.324014,-64.0580300,4.8
2383,-42.3150680,-64.4074460,85.0
2384,-41.7145230,-64.4752220,118.0
2385,-42.2503710,-64.2256690,5.0
2386,-42.3875460,-64.0811200,10.5
2387,-42.2858480,-64.3122360,59.0
2388,-42.0962750,-63.9794440,62.0
2389,-42.1301310,-64.4112970,176.0
2390,-42.2512220,-64.3612640,8.2
2391,-42.409476,-64.3660280,13.5
2392,-42.4017960,-64.4867000,7.5
2394,-42.2134510,-64.6537640,26.5
2395,-42.2943990,-64.2439130,52.0
2397,-42.128101,-64.5173500,172.0
2398,-42.1535500,-64.6439340,125.0
2399,-42.1336040,-64.6232280,137.0
2400,-42.3975600,-64.4631990,30.5
2401,-42.2482010,-64.4443120,14.6
2403,-42.1175770,-63.9874140,39.0
2404,-42.2235930,-64.6005890,14.5
2406,-42.37672,-64.113213,42.0
2407,-42.4061980,-64.1999090,24.5
2408,-42.1360720,-64.1337140,31.0
2409,-42.0195060,-64.4548610,156.0
2411,-42.2830140,-64.2183770,37.0
2412,-42.3896830,-64.4804750,22.5
2414,-42.3857710,-64.2651030,20.5
2417,-41.9741600,-64.3165930,141.0
2419,-42.0968330,-64.0845950,32.0
2420,-42.1219340,-64.452682,173.0
2421,-42.3416020,-64.3124040,51.0
2424,-42.2626860,-64.1665030,17.5
2425,-42.4004050,-64.1153080,20.5
2427,-42.0942390,-64.4319250,173.0
2428,-42.2943440,-64.5260110,4.5
2429,-42.2671220,-64.3325090,16.5
2430,-42.3062110,-64.4107320,77.0
2432,-42.3367570,-64.1012010,36.0
2434,-42.3717030,-64.4120750,43.0
2435,-42.311819,-64.1600940,56.0
2437,-42.126195,-64.152339,54.0
2439,-42.2428790,-64.258125,1.3
2440,-42.3641380,-64.5717130,0.0
2441,-42.310351,-64.425863,60.0
2442,-42.3108100,-64.3037920,70.0
2446,-42.265707,-64.4281960,34.0
2451,-41.8291930,-64.0248950,72.0
2452,-42.380069,-64.4745020,41.0
2455,-42.3737790,-64.3388590,34.0
2456,-42.1238670,-64.1070650,39.0
2462,-42.1307490,-64.3368510,170.0
2463,-42.34495,-64.1599860,60.0
2464,-42.2753570,-64.0774230,5.9
2465,-41.7293390,-64.1929510,109.0
2467,-42.1286810,-64.5692750,150.0
2468,-42.089494,-64.5126690,170.0
2470,-42.3623300,-64.3041140,30.5
2474,-42.261466,-64.3193220,5.4
2476,-42.3409660,-64.1090220,39.0
2477,-42.0971590,-64.0345920,39.0
2479,-42.1195810,-64.1580480,53.0
2481,-42.3349430,-64.4112320,74.0
2482,-42.4016900,-64.4423790,25.5
2483,-42.1912330,-64.6138700,108.0
2484,-42.1395490,-64.1499970,32.0
2485,-42.0859500,-64.0631770,45.0
2486,-42.3461190,-64.1233120,6.2
2487,-42.2172710,-64.37046,69.0
2488,-42.1446940,-64.0962910,28.5
2490,-42.0911190,-64.1485330,30.5
2491,-42.3117870,-64.0926090,27.5
2493,-42.1382480,-64.0143760,17.6
2494,-42.3234980,-64.2415860,56.0
2495,-42.2469670,-64.4558430,9.7
2496,-42.0946770,-64.2349840,97.0
2497,-42.4026050,-64.1536580,12.5
2498,-42.3223430,-64.1233900,37.0
2499,-42.3796950,-64.5782900,12.5
2500,-42.377633,-64.4459250,53.0
2501,-42.2898930,-64.2363390,48.0
2503,-42.363329,-64.5118580,61.0
2506,-42.2788700,-64.4837640,13.5
2507,-42.4067280,-64.1413670,9.9
2508,-42.300061,-64.1408830,54.0
2511,-42.1638940,-64.5146760,154.0
2512,-42.3744070,-64.2712880,35.0
2515,-42.2638210,-64.2019680,13.5
2516,-42.362816,-64.4899830,73.0
2517,-42.3216050,-64.2083840,56.0
2518,-42.4100020,-64.1389420,8.9
2520,-42.2595600,-64.1319580,12.5
2522,-42.1878380,-64.2442900,8.7
2523,-42.1739440,-64.5267080,138.0
2525,-42.0826140,-64.2241530,97.0
2529,-42.3958240,-64.581587,12.5
2532,-42.1165490,-64.1826880,42.0
2534,-42.0797240,-64.4687100,173.0
2535,-42.2246290,-64.3873200,39.0
2537,-42.2694620,-64.1301840,21.5
2538,-42.2763660,-64.4657620,20.5
2539,-42.3652690,-64.4341320,55.0
2540,-42.369469,-64.5137880,56.0
2543,-42.3340960,-64.4853140,69.0
2544,-42.0307650,-63.9854260,105.0
2546,-42.388847,-64.4306540,35.0
2549,-42.4025130,-64.3259440,11.5
2550,-42.4163580,-64.4280330,9.2
2553,-42.3075190,-64.1215310,43.0
2555,-42.0879210,-64.0334310,29.5
2556,-42.3599660,-64.2481350,54.0
2558,-42.4104200,-64.599127,8.2
2559,-42.1713190,-64.1835560,14.6
2562,-42.4078970,-64.5544340,8.6
2564,-41.8451820,-64.3184300,136.0
2565,-42.4273440,-64.4685030,5.6
2566,-42.2614030,-64.3358440,7.3
2567,-42.3410630,-64.1247090,14.5
2568,-42.3880930,-64.3697370,34.0
2569,-42.2039440,-64.2467970,3.2
2570,-42.2876200,-64.380975,54.0
2572,-42.2660560,-64.3834,33.0
2576,-42.403718,-64.4944390,7.5
2578,-42.3536230,-64.1192480,55.0
2579,-42.1705610,-64.1701740,10.0
2582,-42.1872980,-64.2675830,10.6
2584,-41.9908840,-64.6410190,160.0
2585,-41.8386960,-64.2267210,90.0
2586,-42.1763820,-64.4547010,150.0
2588,-42.1011480,-64.0408870,35.0
2589,-42.202497,-64.4135170,113.0
2593,-42.3878860,-64.232506,22.5
2595,-42.1258900,-64.0956230,38.0
2597,-41.8283050,-64.6028200,136.0
2598,-41.9390850,-64.4014070,156.0
2605,-42.1603570,-64.1465210,24.5
2606,-42.1420160,-64.1253350,29.5
2607,-41.7674560,-64.0635520,101.0
2608,-42.1992180,-64.3066990,43.0
2609,-42.2101340,-64.588346,69.0
2610,-42.119958,-64.1043550,47.0
2611,-42.3741270,-64.1871810,28.5
2614,-41.7735160,-64.0288550,101.0
2615,-42.2699150,-64.4348820,33.0
2616,-42.3788290,-64.5466440,41.0
2617,-42.1413480,-64.5104710,171.0
2618,-42.3438770,-64.0977850,45.0
2620,-42.0869160,-64.042314,28.5
2621,-42.4204580,-64.3995000,12.5
2622,-42.3526870,-64.2421690,60.0
2623,-42.2945440,-64.4703750,44.0
2625,-42.2199440,-64.4341250,80.0
2629,-42.3290560,-64.5577860,3.2
2631,-42.4048690,-64.2767320,8.0
2633,-42.4088180,-64.575142,10.5
2634,-42.0724260,-64.2460940,133.0
2635,-42.3709890,-64.1179340,46.0
2637,-42.2909330,-64.2491530,50.0
2639,-42.2856150,-64.4145630,57.0
2640,-42.2841060,-64.4961240,17.5
2641,-42.2892380,-64.4425540,26.5
2642,-42.0562780,-64.364216,171.0
2643,-42.249998,-64.3926470,15.6
2644,-42.171613,-64.6387460,116.0
2645,-42.285422,-64.3528280,49.0
2646,-42.3451810,-64.55509,11.5
2647,-42.4127380,-64.4267360,11.5
2648,-42.2544730,-64.1539020,6.9
2649,-42.1646990,-64.1920940,24.5
2650,-42.3935090,-64.3501970,20.5
2651,-42.3997750,-64.2369160,15.5
2652,-42.4159410,-64.4772310,5.8
2655,-42.2055060,-64.5391140,88.0
2657,-41.9709850,-64.2367490,151.0
2659,-42.3535500,-64.555047,19.5
2660,-42.4194,-64.5075870,4.4
2661,-42.4009090,-64.5486230,19.5
2662,-42.1919660,-64.5703960,113.0
2663,-42.2619110,-64.1150450,8.4
2665,-42.3761510,-64.2069100,32.0
2666,-42.3327790,-64.0870210,36.0
2668,-42.2576460,-64.3516240,6.6
2674,-42.1523530,-64.6193960,129.0
2675,-42.1715690,-64.4212740,161.0
2677,-42.0665600,-64.4729470,172.0
2678,-42.2554740,-64.3090100,4.1
2680,-42.0863940,-64.1853120,41.0
2681,-42.3526550,-64.2309720,57.0
2682,-42.2270040,-64.5797750,8.7
2684,-42.0106350,-64.4372580,151.0
2685,-42.2920110,-64.3333510,59.0
2686,-42.1737310,-64.409653,143.0
2688,-42.0450700,-64.3520640,193.0
2690,-42.2561630,-64.2495580,21.5
2692,-42.3593050,-64.3949240,53.0
2693,-42.3843640,-64.4659420,41.0
2694,-42.2409400,-64.4363780,5.8
2695,-42.3331960,-64.1039670,25.5
2696,-42.1878210,-64.1406910,1.9
2699,-42.1047480,-64.4739630,172.0
2700,-42.3457920,-64.2238820,62.0
2702,-42.1351950,-64.2243800,62.0
2703,-42.148568,-64.2176460,39.0
2704,-41.9978050,-64.393307,149.0
2707,-42.3847550,-64.2979120,4.4
2708,-41.9990630,-64.4333830,160.0
2710,-42.1073990,-63.9929290,56.0
2711,-42.0997690,-64.1618630,23.5
2712,-42.0928090,-64.0400230,34.0
2714,-42.387687,-64.5825290,3.3
2716,-42.4076990,-64.2164470,10.5
2717,-42.3391380,-64.262549,66.0
2718,-42.2522230,-64.3789840,12.6
2719,-42.4204860,-64.56503,4.2
2720,-42.0647370,-64.3167410,149.0
2722,-42.3785950,-64.3949980,32.0
2723,-42.2898540,-64.0741160,26.5
2725,-42.2066630,-64.6061400,76.0
2729,-42.3646430,-64.5665900,15.5
2730,-42.0850580,-64.6367120,143.0
2731,-42.1069570,-64.3433970,172.0
2732,-42.4092780,-64.1138960,4.0
2737,-42.0739430,-64.357068,158.0
2738,-42.406881,-64.3444990,6.0
2740,-42.3003310,-64.3653600,68.0
2741,-42.3151960,-64.4291050,57.0
2742,-42.1392250,-64.2411990,86.0
2744,-42.3712640,-64.5623810,24.5
2745,-42.3963380,-64.180738,24.5
2748,-42.2901630,-64.358823,56.0
2749,-42.259737,-64.4688040,11.6
2750,-42.0819630,-64.010043,40.0
2754,-42.1141710,-64.5754430,152.0
2756,-42.3805450,-64.3028400,5.5
2760,-42.4083810,-64.405725,13.5
2762,-42.2592990,-64.2846640,15.5
2763,-42.3009850,-64.3951900,46.0
2764,-42.1862170,-64.4427240,164.0
2765,-42.1126450,-64.5993720,145.0
2768,-42.3455650,-64.5343820,34.0
2769,-42.1245130,-64.1304850,47.0
2770,-41.9921940,-64.4343770,163.0
2771,-41.9729780,-64.6143230,152.0
2772,-42.4151610,-64.3797090,4.3
2773,-42.4137740,-64.2531360,3.6
2774,-42.3049130,-64.3625060,70.0
2775,-42.2683080,-64.097355,6.7
2776,-42.206185,-64.293758,10.4
2777,-41.9951850,-64.3221800,145.0
2779,-42.1070580,-64.149784,35.0
2781,-42.4196400,-64.1469500,1.8
2782,-42.0333150,-64.6257640,156.0
2785,-42.1603340,-64.172249,28.5
2786,-42.3418710,-64.4046430,68.0
2788,-42.0207840,-64.3459530,151.0
2789,-42.3814470,-64.4372360,43.0
2790,-42.4229240,-64.4298920,5.5
2791,-41.8487230,-64.2633540,118.0
2792,-42.1119790,-64.3737460,175.0
2793,-42.0859650,-64.1380510,41.0
2794,-42.2539990,-64.4613780,11.6
2799,-42.3310790,-64.077769,29.5
2800,-42.4070040,-64.1089240,2.7
2801,-42.1295190,-64.1164950,33.0
2802,-42.3126260,-64.271745,56.0
2804,-42.1873360,-64.298762,79.0
2811,-42.3074550,-64.1299620,49.0
2813,-42.3750230,-64.3285140,39.0
2814,-42.0472530,-64.5772800,151.0
2815,-42.0219830,-64.6141800,163.0
2817,-42.1137490,-64.286845,159.0
2818,-42.3968740,-64.3328610,8.0
2820,-42.004924,-64.5460520,151.0
2821,-42.389982,-64.5247590,32.0
2824,-42.0737510,-64.4865790,171.0
2828,-42.3138080,-64.3707200,65.0
2829,-42.4132130,-64.2440570,6.7
2831,-42.4023360,-64.1350330,13.5
2833,-42.0134490,-64.3016410,52.0
2834,-41.9062980,-64.4019180,167.0
2835,-42.3162150,-64.3242890,71.0
2836,-42.3279370,-64.449933,76.0
2837,-42.2694310,-64.4922200,3.1
2838,-42.1241480,-64.6117860,142.0
2840,-42.1917350,-64.3575920,136.0
2841,-42.1655100,-64.246548,25.5
2843,-42.1611580,-64.3420490,162.0
2844,-42.2531480,-64.176706,4.0
2845,-42.3119470,-64.2397270,47.0
2846,-42.2988290,-64.3158680,70.0
2847,-42.2599630,-64.2623840,20.6
2848,-42.2756630,-64.4050080,46.0
2851,-42.1138270,-64.0866800,42.0
2853,-42.3473640,-64.2127720,60.0
2854,-42.3862890,-64.3140400,7.8
2856,-42.2541040,-64.4496720,23.5
2857,-42.068963,-64.1334220,60.0
2858,-42.2703940,-64.4589670,13.5
2859,-42.3258590,-64.1144890,24.5
2860,-42.3057220,-64.1863790,55.0
2861,-41.8556070,-64.3983730,174.0
2862,-42.4173250,-64.3645590,6.4
2863,-42.3698340,-64.0975980,49.0
2864,-42.349894,-64.5589380,10.5
2868,-42.415706,-64.5840820,5.4
2869,-42.1730800,-64.595895,124.0
2871,-42.282886,-64.3218300,48.0
2872,-42.4265340,-64.4412980,8.6
2873,-42.0173250,-64.2966340,158.0
2874,-42.0611660,-64.4303060,173.0
2875,-42.1951680,-64.489103,136.0
2876,-42.0437050,-64.4840180,156.0
2877,-42.0768650,-64.0623850,54.0
2878,-42.3411010,-64.2499430,64.0
2879,-42.1311860,-64.0643140,29.5
2880,-42.0030120,-64.5674490,180.0
2881,-42.1375840,-64.4783750,172.0
2883,-42.3760890,-64.2278530,49.0
2886,-42.4116630,-64.5783580,9.3
2887,-42.3874520,-64.4188060,25.5
2888,-42.377974,-64.1955330,29.5
2889,-42.1020960,-64.1703240,25.5
2891,-42.4056870,-64.5439290,14.5
2892,-42.2378190,-64.437402,8.8
2893,-41.7274030,-64.5672910,136.0
2894,-42.1245210,-64.6355590,138.0
2895,-42.0786120,-64.1392400,58.0
2896,-42.3389460,-64.358368,65.0
2897,-42.3047500,-64.4777670,52.0
2898,-42.3946750,-64.1009890,27.5
2900,-42.2699490,-64.1955970,23.5
2902,-42.0845730,-64.0936860,51.0
2904,-42.0706340,-64.5928230,150.0
2905,-42.2831110,-64.3880180,46.0
2906,-42.0696290,-64.3723600,160.0
2907,-42.339331,-64.4683500,48.0
2908,-42.2366430,-64.3937380,3.2
2909,-41.9989700,-64.371238,152.0
2910,-42.28478,-64.2053640,40.0
2911,-42.2888240,-64.5149730,8.0
2913,-42.0641570,-64.2947960,150.0
2914,-42.3627290,-64.0946060,45.0
2916,-42.3803250,-64.488552,38.0
2918,-42.2145300,-64.5487110,64.0
2920,-42.1080220,-64.1208000,46.0
2921,-42.0434100,-64.6430870,143.0
2923,-42.2086300,-64.6581220,35.0
2924,-42.4127350,-64.5468680,5.2
2925,-42.1479040,-64.3976880,170.0
2926,-42.3411510,-64.0750020,15.5
2928,-42.2742500,-64.2595770,34.0
2929,-42.1077890,-64.3888770,175.0
2930,-42.4017590,-64.1654340,16.5
2931,-42.0023860,-64.5956340,152.0
2934,-42.2364360,-64.4180790,9.6
